Date,종가,수익률,거래량,is_anomaly
2020-04-06,21574,0.0400617075639975,14664908,0
2020-04-07,21908,0.0154815982200797,14249172,0
2020-04-08,21589,-0.0145608909987219,14911274,0
2020-04-09,21931,0.0158414007133262,21779936,0
2020-04-10,22117,0.0084811454106059,13139605,0
2020-04-13,21741,-0.0170004973549757,31579887,0
2020-04-14,22117,0.0172945126719101,20567035,0
2020-04-16,22117,0.0,11262593,0
2020-04-17,22792,0.0305195098792783,15605875,0
2020-04-20,22516,-0.012109512109512,11814604,0
2020-04-21,22267,-0.0110588026292414,21065238,0
2020-04-22,22459,0.0086226254097991,22507446,0
2020-04-23,22680,0.009840153167995,17960288,0
2020-04-24,22342,-0.0149029982363315,6142538,0
2020-04-27,22787,0.0199176438993822,6476900,0
2020-04-28,22922,0.0059244305963925,9478955,0
2020-04-29,23074,0.0066311840153563,10580252,0
2020-05-04,22375,-0.0302938372193811,17326112,0
2020-05-06,22792,0.0186368715083797,10469241,0
2020-05-07,22736,-0.0024570024570024,8846728,0
2020-05-08,22931,0.0085767065446868,6765398,0
2020-05-11,22769,-0.0070646722777026,6228867,0
2020-05-12,22608,-0.0070710176116649,13444689,0
2020-05-13,22866,0.0114118895966028,9389276,0
2020-05-14,22626,-0.0104959328260298,7300226,0
2020-05-15,22678,0.0022982409617253,8883872,0
2020-05-18,22824,0.0064379574918422,9001523,0
2020-05-19,23415,0.025893796004206,6943713,0
2020-05-20,23468,0.0022635062993807,8321494,0
2020-05-21,23574,0.0045167888188171,7837786,0
2020-05-22,23175,-0.016925426317129,9302294,0
2020-05-25,23463,0.0124271844660193,8392585,0
2020-05-26,23888,0.0181136257085623,9118836,0
2020-05-27,23901,0.0005442062960481,10321183,0
2020-05-28,23974,0.0030542655119032,12007723,0
2020-05-29,23929,-0.0018770334529073,8558551,0
2020-06-01,24403,0.0198086004429771,8142428,0
2020-06-02,24658,0.0104495348932507,9557294,0
2020-06-03,25563,0.0367020845161814,9856650,0
2020-06-04,25592,0.0011344521378555,14527433,0
2020-06-05,26025,0.0169193497968114,13175304,0
2020-06-08,25986,-0.0014985590778098,13706678,0
2020-06-09,26001,0.0005772338951743,8628439,0
2020-06-10,26082,0.0031152647975076,6351719,0
2020-06-11,25651,-0.0165248063798788,11739406,0
2020-06-12,25126,-0.0204670383220927,15460615,0
2020-06-15,23863,-0.0502666560534904,21157917,1
2020-06-16,25328,0.0613921133134978,14582502,1
2020-06-17,25259,-0.0027242577384712,13807708,0
2020-06-18,25185,-0.0029296488380379,9022533,0
2020-06-19,25275,0.0035735556879095,11169688,0
2020-06-22,25097,-0.0070425321463897,7715898,0
2020-06-23,25160,0.0025102601904609,14509424,0
2020-06-24,25574,0.0164546899841018,10710615,0
2020-06-25,24929,-0.0252209275044967,17832343,0
2020-06-26,25280,0.0140799871635444,18948025,0
2020-06-29,24871,-0.0161787974683543,12392547,0
2020-06-30,25087,0.0086848136383739,9411662,0
2020-07-01,25100,0.0005181966755689,7533794,0
2020-07-02,25418,0.0126693227091634,5592971,0
2020-07-03,25629,0.0083012038712724,6366476,0
2020-07-06,26025,0.0154512466346716,9573370,0
2020-07-07,25710,-0.0121037463976945,8570692,0
2020-07-08,25633,-0.0029949436017113,8904645,0
2020-07-09,25752,0.0046424530878164,8531203,0
2020-07-10,25504,-0.0096303199751475,8053343,0
2020-07-13,25991,0.0190950439146799,6530103,0
2020-07-14,25950,-0.0015774691239275,7508351,0
2020-07-15,26208,0.0099421965317918,8821190,0
2020-07-16,25921,-0.0109508547008546,8194037,0
2020-07-17,26119,0.0076385941900389,7867265,0
2020-07-20,26058,-0.0023354646043109,6666118,0
2020-07-21,26437,0.0145444777035843,8300622,0
2020-07-22,26339,-0.0037069258993077,8392500,0
2020-07-23,26182,-0.0059607426250047,8175466,0
2020-07-24,26039,-0.0054617676266136,5646985,0
2020-07-27,26290,0.0096393870732363,6733685,0
2020-07-28,26839,0.0208824648155192,7020165,0
2020-07-29,26975,0.0050672528782742,8252417,0
2020-07-30,27014,0.00144578313253,6818704,0
2020-07-31,26798,-0.0079958540016288,7494692,0
2020-08-03,26798,0.0,6152061,0
2020-08-04,27122,0.0120904545115307,6975650,0
2020-08-05,27417,0.0108767789985988,7420162,0
2020-08-06,27848,0.0157201736149104,10365360,0
2020-08-07,27968,0.0043091065785694,8640938,0
2020-08-10,28385,0.0149098970251715,9534943,0
2020-08-11,28743,0.0126122952263518,9495239,0
